TeamID,Seed,Season,WinR,LoseR,TotalG
1296, 13,1991,0.0,1.0,1.0
1296, 14,1996,0.0,1.0,1.0
1297, 15,2017,0.0,1.0,1.0
1298, 07,1986,3.0,1.0,4.0
1298, 08,1987,0.0,1.0,1.0
1298, 13,1985,1.0,1.0,2.0
1298, 15,1997,0.0,1.0,1.0
1298, 16,3992,0.0,2.0,2.0
1299, 14,1988,0.0,1.0,1.0
1299, 15,1987,0.0,1.0,1.0
1299, 16,7960,0.0,4.0,4.0
1299, 16 ,2013,1.0,1.0,2.0
1300, 14,2014,0.0,1.0,1.0
1300, 16 ,4035,0.0,2.0,2.0
1301, 03,5977,4.0,3.0,7.0
1301, 05,1989,2.0,1.0,3.0
1301, 06,3977,4.0,2.0,6.0
1301, 07,2002,1.0,1.0,2.0
1301, 08,4028,2.0,2.0,4.0
1301, 09,4021,0.0,2.0,2.0
1301, 10,4011,3.0,2.0,5.0
1301, 11,3999,2.0,2.0,4.0
1301, 12 ,2014,1.0,1.0,2.0
1304, 03,1991,0.0,1.0,1.0
1304, 06,1994,0.0,1.0,1.0
1304, 08,1992,0.0,1.0,1.0
1304, 09,1986,0.0,1.0,1.0
1304, 10,1993,0.0,1.0,1.0
1304, 11,4012,0.0,2.0,2.0
1305, 05,2006,0.0,1.0,1.0
1305, 07,4025,3.0,2.0,5.0
1305, 09,2005,1.0,1.0,2.0
1305, 10,2004,2.0,1.0,3.0
1305, 12,2017,0.0,1.0,1.0
1305, 14,1985,0.0,1.0,1.0
1307, 03,6020,2.0,3.0,5.0
1307, 04,1998,1.0,1.0,2.0
1307, 05,4005,1.0,2.0,3.0
1307, 07,4010,1.0,2.0,3.0
1307, 09,1999,1.0,1.0,2.0
1307, 10,1994,0.0,1.0,1.0
1307, 12,2005,0.0,1.0,1.0
1307, 14,1991,0.0,1.0,1.0
1308, 06,3981,0.0,2.0,2.0
1308, 07,1993,1.0,1.0,2.0
1308, 12,6020,2.0,3.0,5.0
1308, 13,10040,0.0,5.0,5.0
1308, 14,4016,0.0,2.0,2.0
1308, 15,2015,0.0,1.0,1.0
1309, 07,1987,1.0,1.0,2.0
1309, 08,1993,0.0,1.0,1.0
1309, 11,1996,0.0,1.0,1.0
1309, 14,1991,0.0,1.0,1.0
1309, 16 ,2017,0.0,1.0,1.0
1310, 14,2005,0.0,1.0,1.0
1310, 16 ,2007,1.0,1.0,2.0
1311, 13,1995,0.0,1.0,1.0
1311, 16,1998,0.0,1.0,1.0
1313, 15,2012,1.0,1.0,2.0
1314, 01,26034,55.0,9.0,64.0
1314, 02,13987,17.0,7.0,24.0
1314, 03,5991,3.0,3.0,6.0
1314, 04,4007,4.0,2.0,6.0
1314, 06,6014,3.0,3.0,6.0
1314, 08,6003,7.0,3.0,10.0
1315, 15,2017,0.0,1.0,1.0
1316, 16 ,2015,0.0,1.0,1.0
1317, 15,6005,0.0,3.0,3.0
1318, 13,1986,0.0,1.0,1.0
1318, 14,5987,0.0,3.0,3.0
1318, 16,1991,0.0,1.0,1.0
1319, 15,3998,0.0,2.0,2.0
1320, 05,2015,1.0,1.0,2.0
1320, 09,2010,2.0,1.0,3.0
1320, 10,2006,0.0,1.0,1.0
1320, 11,4021,1.0,2.0,3.0
1320, 12,2009,0.0,1.0,1.0
1320, 14,3994,1.0,2.0,3.0
1321, 08,2017,1.0,1.0,2.0
1322, 14,4019,1.0,2.0,3.0
1322, 16 ,2001,1.0,1.0,2.0
1323, 02,2011,1.0,1.0,2.0
1323, 03,4001,3.0,2.0,5.0
1323, 05,8015,6.0,4.0,10.0
1323, 06,8034,4.0,4.0,8.0
1323, 07,6010,1.0,3.0,4.0
1323, 08,2002,1.0,1.0,2.0
1323, 09,1989,1.0,1.0,2.0
1323, 10,3978,0.0,2.0,2.0
1324, 13,2011,0.0,1.0,1.0
1324, 14,2010,0.0,1.0,1.0
1324, 16 ,2005,1.0,1.0,2.0
1325, 12,1994,0.0,1.0,1.0
1325, 13,4017,2.0,2.0,4.0
1325, 14,3995,1.0,2.0,3.0
1326, 01,8001,12.0,4.0,16.0
1326, 02,8041,10.0,4.0,14.0
1326, 03,2000,1.0,1.0,2.0
1326, 04,5986,6.0,3.0,9.0
1326, 05,4019,1.0,2.0,3.0
1326, 06,2014,0.0,1.0,1.0
1326, 08,3999,1.0,2.0,3.0
1326, 09,1987,1.0,1.0,2.0
1326, 10,2015,1.0,1.0,2.0
1328, 01,9955,14.0,5.0,19.0
1328, 02,6027,11.0,3.0,14.0
1328, 03,6020,4.0,3.0,7.0
1328, 04,7974,1.0,4.0,5.0
1328, 05,2014,0.0,1.0,1.0
1328, 06,6001,3.0,3.0,6.0
1328, 10,8025,0.0,4.0,4.0
1328, 11,1997,0.0,1.0,1.0
1328, 13,1999,2.0,1.0,3.0
1329, 02,6001,8.0,3.0,11.0
1329, 03,3991,5.0,2.0,7.0
1329, 04,3989,5.0,2.0,7.0
1329, 05,4006,1.0,2.0,3.0
1329, 06,2003,1.0,1.0,2.0
1329, 07,4012,0.0,2.0,2.0
1329, 08,4007,2.0,2.0,4.0
1329, 09,6028,1.0,3.0,4.0
1329, 10,2017,0.0,1.0,1.0
1329, 11,2001,0.0,1.0,1.0
1330, 08,1986,1.0,1.0,2.0
1330, 09,2011,0.0,1.0,1.0
1330, 11,2010,1.0,1.0,2.0
1330, 12,5997,0.0,3.0,3.0
1330, 14,3992,1.0,2.0,3.0
1330, 15,1992,0.0,1.0,1.0
1331, 13,2008,0.0,1.0,1.0
1331, 14,2007,0.0,1.0,1.0
1331, 16,2006,0.0,1.0,1.0
1332, 01,2016,3.0,1.0,4.0
1332, 02,2002,3.0,1.0,4.0
1332, 03,4024,7.0,2.0,9.0
1332, 06,1995,0.0,1.0,1.0
1332, 07,4014,1.0,2.0,3.0
1332, 08,4018,1.0,2.0,3.0
1332, 09,2008,0.0,1.0,1.0
1332, 12,2013,2.0,1.0,3.0
1333, 05,1990,0.0,1.0,1.0
1333, 06,1989,0.0,1.0,1.0
1333, 07,2016,0.0,1.0,1.0
1333, 10,1985,0.0,1.0,1.0
1333, 12,1988,0.0,1.0,1.0
1334, 08,2005,1.0,1.0,2.0
1334, 12,2004,1.0,1.0,2.0
1334, 13,4003,0.0,2.0,2.0
1334, 15,2013,0.0,1.0,1.0
1335, 11,7998,1.0,4.0,5.0
1335, 12,1995,0.0,1.0,1.0
1335, 13,4005,0.0,2.0,2.0
1335, 14,4000,0.0,2.0,2.0
1335, 15,3991,0.0,2.0,2.0
1335, 16,4005,0.0,2.0,2.0
1336, 05,1996,0.0,1.0,1.0
1336, 07,2001,2.0,1.0,3.0
1336, 10,2011,0.0,1.0,1.0
1336, 13,1991,1.0,1.0,2.0
1337, 10,2002,0.0,1.0,1.0
1337, 11,3992,1.0,2.0,3.0
1337, 12,1986,0.0,1.0,1.0
1337, 14,5970,0.0,3.0,3.0
1338, 01,4020,4.0,2.0,6.0
1338, 02,3991,3.0,2.0,5.0
1338, 03,10010,8.0,5.0,13.0
1338, 04,2008,1.0,1.0,2.0
1338, 05,2006,1.0,1.0,2.0
1338, 06,1991,1.0,1.0,2.0
1338, 08,4002,0.0,2.0,2.0
1338, 09,6012,1.0,3.0,4.0
1338, 10,2016,0.0,1.0,1.0
1338, 12,1985,0.0,1.0,1.0
1339, 14,1996,0.0,1.0,1.0
1340, 13,2009,0.0,1.0,1.0
1340, 16,2008,0.0,1.0,1.0
1341, 16,1998,0.0,1.0,1.0
1343, 05,1998,1.0,1.0,2.0
1343, 08,1991,0.0,1.0,1.0
1343, 11,1992,0.0,1.0,1.0
1343, 12,4014,0.0,2.0,2.0
1343, 13,5997,1.0,3.0,4.0
1343, 14,2004,0.0,1.0,1.0
1343, 15,2001,0.0,1.0,1.0
1343, 16,1989,0.0,1.0,1.0
1344, 05,2004,0.0,1.0,1.0
1344, 06,4002,4.0,2.0,6.0
1344, 08,1994,0.0,1.0,1.0
1344, 09,4006,1.0,2.0,3.0
1344, 10,6016,3.0,3.0,6.0
1344, 11,2014,0.0,1.0,1.0
1344, 11 ,2017,0.0,1.0,1.0
1344, 12,1989,0.0,1.0,1.0
1345, 01,5978,6.0,3.0,9.0
1345, 02,6006,5.0,3.0,8.0
1345, 03,5993,3.0,3.0,6.0
1345, 04,4027,4.0,2.0,6.0
1345, 05,4025,2.0,2.0,4.0
1345, 06,7979,4.0,4.0,8.0
1345, 07,1991,0.0,1.0,1.0
1345, 08,1997,1.0,1.0,2.0
1345, 09,8018,2.0,4.0,6.0
1345, 10,4011,3.0,2.0,5.0
1347, 16,4007,0.0,2.0,2.0
1347, 16 ,2018,1.0,1.0,2.0
1348, 07,2018,1.0,1.0,2.0
1348, 08,3991,4.0,2.0,6.0
1348, 09,1997,0.0,1.0,1.0
1348, 11,4005,3.0,2.0,5.0
1348, 12,1999,0.0,1.0,1.0
1350, 07,2010,0.0,1.0,1.0
1350, 11,3990,0.0,2.0,2.0
1350, 12,2011,2.0,1.0,3.0
1350, 13,1988,2.0,1.0,3.0
1350, 14,3988,1.0,2.0,3.0
1350, 15,1991,1.0,1.0,2.0
1351, 15,1994,0.0,1.0,1.0
1351, 16,1993,0.0,1.0,1.0
1352, 15,6009,0.0,3.0,3.0
1352, 16,3981,0.0,2.0,2.0
1352, 16 ,2015,1.0,1.0,2.0
1353, 09,1991,0.0,1.0,1.0
1353, 13,1989,0.0,1.0,1.0
1354, 15,5983,0.0,3.0,3.0
1354, 16,4003,0.0,2.0,2.0
1355, 12,4034,0.0,2.0,2.0
1355, 13,2013,0.0,1.0,1.0
1355, 14,2012,0.0,1.0,1.0
1355, 16,2017,0.0,1.0,1.0
1356, 04,2007,2.0,1.0,3.0
1356, 07,2005,1.0,1.0,2.0
1356, 09,2004,0.0,1.0,1.0
1356, 10,1995,0.0,1.0,1.0
1356, 11,8005,2.0,4.0,6.0
1356, 14,1993,0.0,1.0,1.0
1358, 14,2010,0.0,1.0,1.0
1358, 15,2003,0.0,1.0,1.0
1359, 13,2000,0.0,1.0,1.0
1359, 14,1999,0.0,1.0,1.0
1360, 09,1987,0.0,1.0,1.0
1360, 13,4011,1.0,2.0,3.0
1361, 02,2011,2.0,1.0,3.0
1361, 04,2014,2.0,1.0,3.0
1361, 06,2012,0.0,1.0,1.0
1361, 07,2013,1.0,1.0,2.0
1361, 08,2015,1.0,1.0,2.0
1361, 11,6034,0.0,3.0,3.0
1361, 13,3987,0.0,2.0,2.0
1362, 14,1998,0.0,1.0,1.0
1363, 16,1996,0.0,1.0,1.0
1364, 09,1990,1.0,1.0,2.0
1364, 10,1988,0.0,1.0,1.0
1364, 14,2002,0.0,1.0,1.0
1364, 15,4021,0.0,2.0,2.0
1365, 10,1996,1.0,1.0,2.0
1365, 12,1995,0.0,1.0,1.0
1365, 15,3980,1.0,2.0,3.0
1368, 15,2005,0.0,1.0,1.0
1369, 13,2000,0.0,1.0,1.0
1371, 02,1993,1.0,1.0,2.0
1371, 03,3980,8.0,2.0,10.0
1371, 04,1992,2.0,1.0,3.0
1371, 06,2016,0.0,1.0,1.0
1371, 08,6010,3.0,3.0,6.0
1371, 09,2017,0.0,1.0,1.0
1371, 10,6000,2.0,3.0,5.0
1372, 12,4029,1.0,2.0,3.0
1372, 14,6043,1.0,3.0,4.0
1373, 09,2009,1.0,1.0,2.0
1373, 13,6017,1.0,3.0,4.0
1373, 14,1989,1.0,1.0,2.0
1373, 16 ,2002,1.0,1.0,2.0
1374, 05,1985,1.0,1.0,2.0
1374, 06,4032,0.0,2.0,2.0
1374, 07,1988,1.0,1.0,2.0
1374, 10,1993,0.0,1.0,1.0
1375, 10,2008,0.0,1.0,1.0
1375, 11,1989,1.0,1.0,2.0
1375, 12,1998,0.0,1.0,1.0
1375, 13,3988,0.0,2.0,2.0
1375, 14,2006,0.0,1.0,1.0
1376, 02,1997,0.0,1.0,1.0
1376, 03,1998,0.0,1.0,1.0
1376, 07,2017,4.0,1.0,5.0
1376, 10,2004,0.0,1.0,1.0
1376, 12,1989,0.0,1.0,1.0
1378, 11,1992,0.0,1.0,1.0
1378, 12 ,2012,2.0,1.0,3.0
1378, 15,1990,0.0,1.0,1.0
1379, 09,2012,0.0,1.0,1.0
1379, 11,1991,0.0,1.0,1.0
1379, 13,1990,0.0,1.0,1.0
1380, 13,1993,1.0,1.0,2.0
1380, 15,5964,0.0,3.0,3.0
1380, 16,6004,0.0,3.0,3.0
1380, 16 ,2016,0.0,1.0,1.0
1381, 14,2001,0.0,1.0,1.0
1382, 11 ,2018,1.0,1.0,2.0
1382, 12,2000,0.0,1.0,1.0
1382, 14,2012,0.0,1.0,1.0
1384, 15,1991,0.0,1.0,1.0
1385, 01,3971,5.0,2.0,7.0
1385, 02,2000,1.0,1.0,2.0
1385, 03,1999,3.0,1.0,4.0
1385, 04,1991,3.0,1.0,4.0
1385, 05,1993,1.0,1.0,2.0
1385, 06,5988,2.0,3.0,5.0
1385, 07,3990,0.0,2.0,2.0
1385, 09,4017,0.0,2.0,2.0
1385, 11,1988,0.0,1.0,1.0
1386, 01,2004,3.0,1.0,4.0
1386, 04,1997,2.0,1.0,3.0
1386, 06,1986,1.0,1.0,2.0
1386, 07,2003,0.0,1.0,1.0
1386, 08,2016,1.0,1.0,2.0
1386, 09,2001,1.0,1.0,2.0
1386, 10,2014,0.0,1.0,1.0
1386, 11,2008,0.0,1.0,1.0
1387, 04,2013,1.0,1.0,2.0
1387, 05,2014,1.0,1.0,2.0
1387, 07,1994,0.0,1.0,1.0
1387, 09,6007,2.0,3.0,5.0
1387, 10,1998,1.0,1.0,2.0
1388, 07,4029,1.0,2.0,3.0
1388, 08,1989,0.0,1.0,1.0
1388, 10,6023,2.0,3.0,5.0
1388, 11 ,2013,1.0,1.0,2.0
1388, 14,1997,0.0,1.0,1.0
1389, 12,1991,0.0,1.0,1.0
1389, 14,2011,0.0,1.0,1.0
1389, 15,1995,0.0,1.0,1.0
1390, 01,6005,5.0,3.0,8.0
1390, 02,1999,1.0,1.0,2.0
1390, 03,5995,6.0,3.0,9.0
1390, 04,2003,1.0,1.0,2.0
1390, 06,1997,2.0,1.0,3.0
1390, 08,4007,1.0,2.0,3.0
1390, 09,1996,1.0,1.0,2.0
1390, 10,4009,3.0,2.0,5.0
1390, 11,2007,0.0,1.0,1.0
1390, 12,1992,0.0,1.0,1.0
1392, 13,2016,0.0,1.0,1.0
1393, 01,4022,5.0,2.0,7.0
1393, 02,9943,11.0,5.0,16.0
1393, 03,10025,11.0,4.0,15.0
1393, 04,10008,13.0,5.0,18.0
1393, 05,8009,5.0,4.0,9.0
1393, 06,1992,1.0,1.0,2.0
1393, 07,3980,2.0,2.0,4.0
1393, 08,1999,0.0,1.0,1.0
1393, 10,2016,4.0,1.0,5.0
1393, 11 ,2018,3.0,1.0,4.0
1394, 15,2007,0.0,1.0,1.0
1395, 04,1987,1.0,1.0,2.0
1395, 05,1998,0.0,1.0,1.0
1395, 06,2018,0.0,1.0,1.0
1396, 01,1988,3.0,1.0,4.0
1396, 02,3987,2.0,2.0,4.0
1396, 04,1994,1.0,1.0,2.0
1396, 05,4022,0.0,2.0,2.0
1396, 06,1999,3.0,1.0,4.0
1396, 07,7998,5.0,4.0,9.0
1396, 08,1985,1.0,1.0,2.0
1396, 09,5996,3.0,3.0,6.0
1396, 10,6002,3.0,3.0,6.0
1396, 11,7992,3.0,4.0,7.0
1396, 12,2008,0.0,1.0,1.0
1397, 02,4014,3.0,2.0,5.0
1397, 03,2018,1.0,1.0,2.0
1397, 04,3999,3.0,2.0,5.0
1397, 05,2007,2.0,1.0,3.0
1397, 06,2010,3.0,1.0,4.0
1397, 08,3999,0.0,2.0,2.0
1397, 09,4020,0.0,2.0,2.0
1397, 10,1989,0.0,1.0,1.0
1397, 11 ,2014,3.0,1.0,4.0
1398, 14,1994,0.0,1.0,1.0
1398, 15,1993,0.0,1.0,1.0
1400, 01,2003,4.0,1.0,5.0
1400, 02,4014,6.0,2.0,8.0
1400, 03,2004,2.0,1.0,3.0
1400, 04,4018,2.0,2.0,4.0
1400, 05,3991,2.0,2.0,4.0
1400, 06,8013,3.0,4.0,7.0
1400, 07,6022,2.0,3.0,5.0
1400, 08,6007,0.0,3.0,3.0
1400, 10,8001,6.0,4.0,10.0
1400, 11,8011,2.0,4.0,6.0
1401, 03,4023,4.0,2.0,6.0
1401, 05,2010,1.0,1.0,2.0
1401, 07,4029,2.0,2.0,4.0
1401, 09,4017,2.0,2.0,4.0
1401, 12,3993,1.0,2.0,3.0
1402, 15,1994,0.0,1.0,1.0
1402, 16,1997,0.0,1.0,1.0
1403, 03,4014,5.0,2.0,7.0
1403, 06,5992,2.0,3.0,5.0
1403, 08,4020,1.0,2.0,3.0
1403, 10,2007,0.0,1.0,1.0
1403, 12,1993,0.0,1.0,1.0
1403, 13,1986,0.0,1.0,1.0
1406, 16,3981,0.0,2.0,2.0
1407, 14,2003,0.0,1.0,1.0
1407, 15,2017,0.0,1.0,1.0
1408, 09,1995,1.0,1.0,2.0
1408, 10,1992,1.0,1.0,2.0
1408, 11,1993,1.0,1.0,2.0
1409, 05,1997,1.0,1.0,2.0
1409, 06,3980,2.0,2.0,4.0
1409, 07,2000,3.0,1.0,4.0
1409, 09,1999,1.0,1.0,2.0
1409, 10,1986,0.0,1.0,1.0
1409, 11,3983,0.0,2.0,2.0
1409, 11 ,2016,0.0,1.0,1.0
1409, 12,3996,3.0,2.0,5.0
1409, 13,4017,1.0,2.0,3.0
1411, 14,1990,0.0,1.0,1.0
1411, 15,6004,0.0,3.0,3.0
1411, 16,2017,0.0,1.0,1.0
1411, 16 ,6035,1.0,3.0,4.0
1412, 06,1986,1.0,1.0,2.0
1412, 07,3979,1.0,2.0,3.0
1412, 09,4010,2.0,2.0,4.0
1412, 10,1990,0.0,1.0,1.0
1412, 11,3992,1.0,2.0,3.0
1412, 12,1999,0.0,1.0,1.0
1412, 12 ,2011,0.0,1.0,1.0
1412, 14,2015,1.0,1.0,2.0
1413, 16 ,2017,1.0,1.0,2.0
1414, 13,2015,0.0,1.0,1.0
1416, 14,2004,0.0,1.0,1.0
1416, 15,2005,0.0,1.0,1.0
1416, 16,3990,0.0,2.0,2.0
1417, 01,5995,13.0,2.0,15.0
1417, 02,6010,12.0,3.0,15.0
1417, 03,2017,2.0,1.0,3.0
1417, 04,9989,5.0,5.0,10.0
1417, 05,3993,0.0,2.0,2.0
1417, 06,8020,5.0,4.0,9.0
1417, 07,5990,4.0,3.0,7.0
1417, 08,2002,2.0,1.0,3.0
1417, 09,1993,1.0,1.0,2.0
1417, 11,4020,2.0,2.0,4.0
1417, 11 ,2018,0.0,1.0,1.0
1418, 11,1994,0.0,1.0,1.0
1418, 13,5997,1.0,3.0,4.0
1418, 14,4018,0.0,2.0,2.0
1419, 13,3979,0.0,2.0,2.0
1419, 15,7969,0.0,4.0,4.0
1420, 15,2008,0.0,1.0,1.0
1420, 16,2018,1.0,1.0,2.0
1421, 15,2016,0.0,1.0,1.0
1421, 16,2012,0.0,1.0,1.0
1421, 16 ,4014,2.0,2.0,4.0
1422, 13,2018,0.0,1.0,1.0
1422, 15,1996,0.0,1.0,1.0
1422, 16,2001,0.0,1.0,1.0
1423, 09,2006,0.0,1.0,1.0
1423, 11,2003,0.0,1.0,1.0
1423, 12,2017,0.0,1.0,1.0
1423, 13,4018,1.0,2.0,3.0
1423, 15,2000,0.0,1.0,1.0
1424, 01,5968,14.0,2.0,16.0
1424, 04,7948,7.0,4.0,11.0
1424, 05,2013,0.0,1.0,1.0
1424, 06,2012,0.0,1.0,1.0
1424, 07,2007,2.0,1.0,3.0
1424, 08,6029,1.0,3.0,4.0
1424, 10,2000,0.0,1.0,1.0
1424, 12,1998,0.0,1.0,1.0
1425, 02,1992,1.0,1.0,2.0
1425, 04,2002,0.0,1.0,1.0
1425, 05,2007,2.0,1.0,3.0
1425, 06,4009,3.0,2.0,5.0
1425, 08,4001,0.0,2.0,2.0
1425, 10,4000,1.0,2.0,3.0
1425, 11,1997,0.0,1.0,1.0
1425, 11 ,4028,2.0,2.0,4.0
1426, 16,2008,0.0,1.0,1.0
1427, 14,1988,0.0,1.0,1.0
1427, 16,4003,0.0,2.0,2.0
1427, 16 ,2011,1.0,1.0,2.0
1428, 02,3996,4.0,2.0,6.0
1428, 03,4014,6.0,2.0,8.0
1428, 04,5982,5.0,3.0,8.0
1428, 05,4024,2.0,2.0,4.0
1428, 06,2005,2.0,1.0,3.0
1428, 08,3993,2.0,2.0,4.0
1428, 09,2003,1.0,1.0,2.0
1428, 11,2004,0.0,1.0,1.0
1428, 12,2002,0.0,1.0,1.0
1428, 14,1986,0.0,1.0,1.0
1429, 10,1988,0.0,1.0,1.0
1429, 11,2009,0.0,1.0,1.0
1429, 12,10028,1.0,5.0,6.0
1429, 13,1998,0.0,1.0,1.0
1429, 14,2005,0.0,1.0,1.0
1429, 15,2003,0.0,1.0,1.0
1431, 07,3976,2.0,2.0,4.0
1431, 09,3980,2.0,2.0,4.0
1431, 10,1986,0.0,1.0,1.0
1431, 11,5980,1.0,3.0,4.0
1431, 12,2010,0.0,1.0,1.0
1431, 13,2004,0.0,1.0,1.0
1433, 02,1985,1.0,1.0,2.0
1433, 05,4027,1.0,2.0,3.0
1433, 07,2015,0.0,1.0,1.0
1433, 10,4033,1.0,2.0,3.0
1433, 11,4016,1.0,2.0,3.0
1433, 11 ,2011,5.0,1.0,6.0
1433, 12,4008,1.0,2.0,3.0
1433, 13,2004,0.0,1.0,1.0
1434, 12,1997,0.0,1.0,1.0
1434, 13,6015,2.0,3.0,5.0
1434, 14,4009,0.0,2.0,2.0
1434, 15,4003,0.0,2.0,2.0
1434, 16,2000,0.0,1.0,1.0
1435, 03,1993,2.0,1.0,3.0
1435, 04,4018,0.0,2.0,2.0
1435, 05,4023,1.0,2.0,3.0
1435, 06,4011,4.0,2.0,6.0
1435, 07,1988,2.0,1.0,3.0
1435, 08,1989,0.0,1.0,1.0
1435, 09,4008,0.0,2.0,2.0
1435, 10,1997,0.0,1.0,1.0
1435, 11 ,2016,0.0,1.0,1.0
1436, 13,4022,1.0,2.0,3.0
1436, 15,2004,0.0,1.0,1.0
1436, 16,4013,0.0,2.0,2.0
1436, 16 ,2012,1.0,1.0,2.0
1437, 01,8056,11.0,3.0,14.0
1437, 02,6040,8.0,2.0,10.0
1437, 03,6000,5.0,3.0,8.0
1437, 04,1997,1.0,1.0,2.0
1437, 05,2005,2.0,1.0,3.0
1437, 06,1988,3.0,1.0,4.0
1437, 08,3984,6.0,1.0,7.0
1437, 09,8022,1.0,4.0,5.0
1437, 10,1986,1.0,1.0,2.0
1437, 12,3998,2.0,2.0,4.0
1438, 01,6048,5.0,3.0,8.0
1438, 02,2015,1.0,1.0,2.0
1438, 04,4002,4.0,2.0,6.0
1438, 05,9980,4.0,5.0,9.0
1438, 06,1993,2.0,1.0,3.0
1438, 07,5975,2.0,3.0,5.0
1438, 09,1997,0.0,1.0,1.0
1438, 10,2012,0.0,1.0,1.0
1439, 05,2007,1.0,1.0,2.0
1439, 07,1986,0.0,1.0,1.0
1439, 08,2018,0.0,1.0,1.0
1439, 09,5998,1.0,3.0,4.0
1441, 16,1996,0.0,1.0,1.0
1443, 07,1993,2.0,1.0,3.0
1443, 08,3981,2.0,2.0,4.0
1443, 09,2002,0.0,1.0,1.0
1443, 10,1987,1.0,1.0,2.0
1443, 11,1994,0.0,1.0,1.0
1443, 12,4017,3.0,2.0,5.0
1443, 13,2003,0.0,1.0,1.0
1443, 14,2001,0.0,1.0,1.0
1443, 16,2013,0.0,1.0,1.0
1443, 16 ,2012,1.0,1.0,2.0
1444, 11,4002,1.0,2.0,3.0
1444, 14,2014,0.0,1.0,1.0
1447, 15,2003,0.0,1.0,1.0
1448, 01,1995,2.0,1.0,3.0
1448, 02,6004,5.0,3.0,8.0
1448, 03,1997,1.0,1.0,2.0
1448, 04,4013,2.0,2.0,4.0
1448, 05,5978,4.0,3.0,7.0
1448, 07,4003,1.0,2.0,3.0
1448, 09,4002,1.0,2.0,3.0
1448, 11 ,2017,0.0,1.0,1.0
1449, 01,2005,2.0,1.0,3.0
1449, 04,2009,1.0,1.0,2.0
1449, 05,3991,2.0,2.0,4.0
1449, 07,4010,1.0,2.0,3.0
1449, 08,2004,0.0,1.0,1.0
1449, 11,4008,4.0,2.0,6.0
1449, 12,1986,0.0,1.0,1.0
1450, 03,2007,1.0,1.0,2.0
1450, 04,2008,2.0,1.0,3.0
1450, 08,1994,0.0,1.0,1.0
1451, 12,2003,0.0,1.0,1.0
1451, 14,3994,2.0,2.0,4.0
1451, 15,4023,0.0,2.0,2.0
1451, 16,2014,0.0,1.0,1.0
1452, 02,2010,4.0,1.0,5.0
1452, 03,2016,0.0,1.0,1.0
1452, 04,2017,2.0,1.0,3.0
1452, 05,6044,5.0,3.0,8.0
1452, 06,4015,2.0,2.0,4.0
1452, 07,7989,6.0,4.0,10.0
1452, 09,1986,0.0,1.0,1.0
1452, 10,4010,2.0,2.0,4.0
1452, 12,1992,0.0,1.0,1.0
1453, 08,1996,0.0,1.0,1.0
1453, 12,3985,1.0,2.0,3.0
1453, 14,4011,0.0,2.0,2.0
1454, 11,2006,1.0,1.0,2.0
1454, 12,4008,2.0,2.0,4.0
1454, 15,2014,0.0,1.0,1.0
1455, 01,2014,1.0,1.0,2.0
1455, 04,2018,0.0,1.0,1.0
1455, 05,2012,0.0,1.0,1.0
1455, 07,4021,4.0,2.0,6.0
1455, 09,2013,4.0,1.0,5.0
1455, 10,2017,1.0,1.0,2.0
1455, 11,3972,0.0,2.0,2.0
1455, 11 ,2016,2.0,1.0,3.0
1455, 12,1988,0.0,1.0,1.0
1457, 11,2007,1.0,1.0,2.0
1457, 13,4025,0.0,2.0,2.0
1457, 14,4005,0.0,2.0,2.0
1457, 15,2006,0.0,1.0,1.0
1457, 16,4001,0.0,2.0,2.0
1457, 16 ,4011,0.0,2.0,2.0
1458, 01,2015,5.0,1.0,6.0
1458, 02,4021,5.0,2.0,7.0
1458, 03,2008,2.0,1.0,3.0
1458, 04,6033,5.0,3.0,8.0
1458, 05,6015,2.0,3.0,5.0
1458, 06,6010,4.0,3.0,7.0
1458, 07,4013,2.0,2.0,4.0
1458, 08,6019,7.0,3.0,10.0
1458, 09,4000,1.0,2.0,3.0
1458, 12,2009,1.0,1.0,2.0
1459, 12,2015,0.0,1.0,1.0
1459, 13,2010,0.0,1.0,1.0
1459, 14,2011,0.0,1.0,1.0
1459, 15,2014,0.0,1.0,1.0
1460, 14,4025,0.0,2.0,2.0
1460, 16,1993,0.0,1.0,1.0
1461, 07,1988,0.0,1.0,1.0
1461, 11,2002,1.0,1.0,2.0
1461, 12,4002,2.0,2.0,4.0
1462, 01,2018,1.0,1.0,2.0
1462, 02,2016,1.0,1.0,2.0
1462, 03,4011,4.0,2.0,6.0
1462, 04,2009,2.0,1.0,3.0
1462, 06,10024,6.0,5.0,11.0
1462, 07,6003,5.0,3.0,8.0
1462, 09,4000,2.0,2.0,4.0
1462, 10,2012,2.0,1.0,3.0
1462, 11,8001,3.0,4.0,7.0
1462, 12,1986,0.0,1.0,1.0
1462, 12 ,2014,0.0,1.0,1.0
1462, 13,1987,1.0,1.0,2.0
1462, 14,5986,1.0,3.0,4.0
1463, 12,2016,1.0,1.0,2.0
