,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,margin,TeamID_W,TeamName_W,FirstD1Season_W,LastD1Season_W
215,2006,137,1246,69,1412,64,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,5,1246,Kentucky,1985,2019
216,2006,137,1272,94,1331,78,N,0,37,61,11,22,9,16,12,21,16,13,10,2,21,16,1272,Memphis,1985,2019
217,2006,137,1301,58,1143,52,N,0,21,42,5,16,11,17,7,18,10,11,5,1,15,6,1301,NC State,1985,2019
218,2006,137,1314,69,1293,65,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,4,1314,North Carolina,1985,2019
219,2006,137,1322,64,1234,63,N,0,23,60,9,23,9,14,14,17,17,11,9,4,21,1,1322,Northwestern LA,1985,2019
220,2006,137,1326,70,1172,62,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,8,1326,Ohio St,1985,2019
221,2006,137,1338,79,1245,64,N,0,31,46,6,14,11,15,4,24,18,12,4,7,13,15,1338,Pittsburgh,1985,2019
222,2006,137,1400,60,1335,52,N,0,18,45,2,10,22,26,14,28,7,11,4,6,14,8,1400,Texas,1985,2019
223,2006,137,1437,58,1284,45,N,0,16,52,7,25,19,23,15,25,7,13,13,1,17,13,1437,Villanova,1985,2019
224,2006,137,1452,64,1356,46,N,0,22,50,11,32,9,11,9,22,15,11,8,3,10,18,1452,West Virginia,1985,2019
225,2006,138,1130,69,1285,56,N,0,27,63,8,17,7,9,15,29,16,8,2,9,11,13,1130,Boston College,1985,2019
226,2006,138,1181,74,1203,61,N,0,21,44,6,16,26,37,9,30,12,18,4,10,15,13,1181,Duke,1985,2019
227,2006,138,1196,82,1454,60,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,1196,Florida,1985,2019
228,2006,138,1211,90,1231,80,N,0,28,61,2,11,32,41,14,27,13,7,9,2,14,10,1211,Gonzaga,1985,2019
229,2006,138,1261,58,1401,57,N,0,19,54,2,12,18,23,12,23,5,13,4,6,12,1,1261,LSU,1985,2019
230,2006,138,1417,62,1104,59,N,0,24,47,9,25,5,13,7,14,17,11,5,4,20,3,1417,UCLA,1985,2019
231,2006,138,1449,67,1228,64,N,0,17,45,5,15,28,39,8,27,8,11,5,5,17,3,1449,Washington,1985,2019
232,2006,138,1455,80,1397,73,N,0,24,48,9,15,23,29,9,25,16,13,3,2,12,7,1455,Wichita St,1985,2019
233,2006,139,1133,72,1338,66,N,0,22,59,2,6,26,32,16,24,14,8,8,2,16,6,1133,Bradley,1985,2019
234,2006,139,1163,87,1246,83,N,0,31,62,4,13,21,30,13,22,16,12,7,1,16,4,1163,Connecticut,1985,2019
235,2006,139,1206,65,1314,60,N,0,23,58,4,16,15,19,11,27,14,8,7,2,8,5,1206,George Mason,1985,2019
236,2006,139,1207,70,1326,52,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,18,1207,Georgetown,1985,2019
237,2006,139,1272,72,1137,56,N,0,23,48,7,16,19,26,7,18,15,9,10,2,20,16,1272,Memphis,1985,2019
238,2006,139,1400,75,1301,54,N,0,26,56,8,19,15,19,9,29,17,10,8,3,14,21,1400,Texas,1985,2019
239,2006,139,1437,82,1112,78,N,0,28,52,9,19,17,20,12,19,13,13,6,4,19,4,1437,Villanova,1985,2019
240,2006,139,1452,67,1322,54,N,0,18,46,7,22,24,33,8,20,11,14,13,2,15,13,1452,West Virginia,1985,2019
241,2006,143,1261,62,1181,54,N,0,24,61,2,7,12,23,16,29,14,15,7,9,16,8,1261,LSU,1985,2019
242,2006,143,1272,80,1133,64,N,0,31,60,6,15,12,18,11,30,11,13,10,7,18,16,1272,Memphis,1985,2019
243,2006,143,1400,74,1452,71,N,0,28,58,4,19,14,20,17,28,19,13,8,1,12,3,1400,Texas,1985,2019
244,2006,143,1417,73,1211,71,N,0,23,57,6,21,21,30,12,20,12,10,5,4,22,2,1417,UCLA,1985,2019
245,2006,144,1163,98,1449,92,N,1,27,51,10,19,34,47,10,32,15,26,7,5,20,6,1163,Connecticut,1985,2019
246,2006,144,1196,57,1207,53,N,0,19,45,5,13,14,17,9,22,7,12,4,8,14,4,1196,Florida,1985,2019
247,2006,144,1206,63,1455,55,N,0,20,44,8,16,15,23,2,30,12,9,5,5,16,8,1206,George Mason,1985,2019
248,2006,144,1437,60,1130,59,N,1,21,60,4,19,14,20,15,21,9,11,11,2,21,1,1437,Villanova,1985,2019
249,2006,145,1261,70,1400,60,N,1,28,66,3,18,11,16,9,33,18,10,8,7,13,10,1261,LSU,1985,2019
250,2006,145,1417,50,1272,45,N,0,14,40,2,8,20,39,13,23,7,17,4,2,14,5,1417,UCLA,1985,2019
251,2006,146,1196,75,1437,62,N,0,22,54,4,17,27,31,19,34,14,16,2,8,22,13,1196,Florida,1985,2019
252,2006,146,1206,86,1163,84,N,1,30,60,9,18,17,25,15,22,13,11,6,2,17,2,1206,George Mason,1985,2019
253,2006,152,1196,73,1206,58,N,0,23,53,12,25,15,19,16,24,8,15,5,4,12,15,1196,Florida,1985,2019
254,2006,152,1417,59,1261,45,N,0,21,51,5,18,12,17,15,27,10,17,10,5,24,14,1417,UCLA,1985,2019
255,2006,154,1196,73,1417,57,N,0,26,58,6,19,15,20,9,26,21,6,7,10,13,16,1196,Florida,1985,2019
256,2007,134,1310,77,1197,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,8,1310,Niagara,1985,2019
257,2007,136,1130,84,1403,75,N,0,30,57,8,20,16,20,11,24,16,8,3,9,10,9,1130,Boston College,1985,2019
258,2007,136,1139,57,1330,46,N,0,19,46,9,24,10,16,9,26,11,11,6,3,15,11,1139,Butler,1985,2019
259,2007,136,1207,80,1125,55,N,0,29,53,7,16,15,20,12,27,17,12,9,4,16,25,1207,Georgetown,1985,2019
260,2007,136,1231,70,1211,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,13,1231,Indiana,1985,2019
261,2007,136,1257,78,1390,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,20,1257,Louisville,1985,2019
262,2007,136,1268,82,1172,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,12,1268,Maryland,1985,2019
263,2007,136,1277,61,1266,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,12,1277,Michigan St,1985,2019
264,2007,136,1314,86,1184,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,21,1314,North Carolina,1985,2019
265,2007,136,1326,78,1148,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,21,1326,Ohio St,1985,2019
266,2007,136,1338,79,1460,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,21,1338,Pittsburgh,1985,2019
267,2007,136,1401,68,1335,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,16,1401,Texas A&M,1985,2019
268,2007,136,1417,70,1451,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,28,1417,UCLA,1985,2019
269,2007,136,1433,79,1181,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,2,1433,VA Commonwealth,1985,2019
270,2007,136,1435,77,1203,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,33,1435,Vanderbilt,1985,2019
271,2007,136,1450,70,1331,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,16,1450,Washington St,1985,2019
272,2007,136,1462,79,1140,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,2,1462,Xavier,1985,2019
273,2007,137,1196,112,1238,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,43,1196,Florida,1985,2019
274,2007,137,1242,107,1310,67,N,0,40,74,13,22,14,26,13,37,29,12,14,7,26,40,1242,Kansas,1985,2019
275,2007,137,1246,67,1437,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,9,1246,Kentucky,1985,2019
276,2007,137,1272,73,1317,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,15,1272,Memphis,1985,2019
277,2007,137,1305,77,1166,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,6,1305,Nevada,1985,2019
278,2007,137,1332,58,1275,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,2,1332,Oregon,1985,2019
279,2007,137,1345,72,1112,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,9,1345,Purdue,1985,2019
280,2007,137,1356,61,1221,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,10,1356,S Illinois,1985,2019
281,2007,137,1397,121,1253,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,35,1397,Tennessee,1985,2019
282,2007,137,1400,79,1308,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,12,1400,Texas,1985,2019
283,2007,137,1424,67,1210,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,4,1424,UNLV,1985,2019
284,2007,137,1425,77,1116,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,17,1425,USC,1985,2019
285,2007,137,1438,84,1107,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,27,1438,Virginia,1985,2019
286,2007,137,1439,54,1228,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,2,1439,Virginia Tech,1985,2019
287,2007,137,1457,74,1323,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,10,1457,Winthrop,1987,2019
288,2007,137,1458,76,1394,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,13,1458,Wisconsin,1985,2019
289,2007,138,1139,62,1268,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,3,1139,Butler,1985,2019
290,2007,138,1207,62,1130,55,N,0,22,52,4,16,14,19,17,21,12,10,6,7,14,7,1207,Georgetown,1985,2019
291,2007,138,1314,81,1277,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,14,1314,North Carolina,1985,2019
292,2007,138,1326,78,1462,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,7,1326,Ohio St,1985,2019
293,2007,138,1338,84,1433,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,5,1338,Pittsburgh,1985,2019
294,2007,138,1401,72,1257,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,3,1401,Texas A&M,1985,2019
295,2007,138,1417,54,1231,49,N,0,17,47,2,9,18,24,9,29,10,10,6,2,19,5,1417,UCLA,1985,2019
296,2007,138,1435,78,1450,74,N,2,27,63,10,27,14,18,11,28,13,17,12,2,17,4,1435,Vanderbilt,1985,2019
297,2007,139,1196,74,1345,67,N,0,21,42,5,18,27,31,7,24,11,15,7,4,14,7,1196,Florida,1985,2019
298,2007,139,1242,88,1246,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,12,1242,Kansas,1985,2019
299,2007,139,1272,78,1305,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,16,1272,Memphis,1985,2019
300,2007,139,1332,75,1457,61,N,0,27,56,11,23,10,12,10,21,8,10,4,0,13,14,1332,Oregon,1985,2019
301,2007,139,1356,63,1439,48,N,0,19,43,12,21,13,23,6,24,11,9,5,3,19,15,1356,S Illinois,1985,2019
302,2007,139,1397,77,1438,74,N,0,22,54,11,26,22,32,12,27,12,16,7,0,25,3,1397,Tennessee,1985,2019
303,2007,139,1424,74,1458,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,6,1424,UNLV,1985,2019
304,2007,139,1425,87,1400,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,19,1425,USC,1985,2019
305,2007,143,1242,61,1356,58,N,0,25,42,1,6,10,19,6,20,16,19,9,1,16,3,1242,Kansas,1985,2019
306,2007,143,1272,65,1401,64,N,0,23,54,5,17,14,21,11,20,8,8,2,6,15,1,1272,Memphis,1985,2019
307,2007,143,1326,85,1397,84,N,0,27,51,8,22,23,35,8,25,13,8,3,5,17,1,1326,Ohio St,1985,2019
308,2007,143,1417,64,1338,55,N,0,18,42,5,13,23,26,6,27,10,14,1,2,18,9,1417,UCLA,1985,2019
309,2007,144,1196,65,1139,57,N,0,17,34,8,19,23,28,6,21,9,13,1,6,16,8,1196,Florida,1985,2019
310,2007,144,1207,66,1435,65,N,0,25,56,8,19,8,14,16,24,14,11,3,3,18,1,1207,Georgetown,1985,2019
311,2007,144,1314,74,1425,64,N,0,30,77,2,14,12,17,20,26,11,9,6,4,14,10,1314,North Carolina,1985,2019
312,2007,144,1332,76,1424,72,N,0,23,48,13,23,17,22,7,30,11,17,4,3,20,4,1332,Oregon,1985,2019
313,2007,145,1326,92,1272,76,N,0,26,51,5,17,35,41,9,25,9,8,8,2,15,16,1326,Ohio St,1985,2019
314,2007,145,1417,68,1242,55,N,0,24,45,8,17,12,18,10,21,12,25,15,3,14,13,1417,UCLA,1985,2019
315,2007,146,1196,85,1332,77,N,0,23,48,11,24,28,43,15,24,10,18,5,5,14,8,1196,Florida,1985,2019
316,2007,146,1207,96,1314,84,N,1,38,66,8,14,12,18,11,27,26,10,4,11,18,12,1207,Georgetown,1985,2019
317,2007,152,1196,76,1417,66,N,0,24,45,9,22,19,31,8,35,10,16,2,6,17,10,1196,Florida,1985,2019
318,2007,152,1326,67,1207,60,N,0,25,57,4,14,13,19,16,21,13,8,8,3,10,7,1326,Ohio St,1985,2019
319,2007,154,1196,84,1326,75,N,0,26,53,10,18,22,25,10,28,11,15,5,3,19,9,1196,Florida,1985,2019
320,2008,134,1291,69,1164,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,9,1291,Mt St Mary's,1989,2019
321,2008,136,1181,71,1125,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,1,1181,Duke,1985,2019
322,2008,136,1242,85,1340,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,24,1242,Kansas,1985,2019
323,2008,136,1243,80,1425,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,13,1243,Kansas St,1985,2019
324,2008,136,1266,74,1246,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,8,1266,Marquette,1985,2019
325,2008,136,1277,72,1396,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,11,1277,Michigan St,1985,2019
326,2008,136,1323,68,1206,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,18,1323,Notre Dame,1985,2019
327,2008,136,1338,82,1331,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,19,1338,Pittsburgh,1985,2019
328,2008,136,1345,90,1124,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,11,1345,Purdue,1985,2019
329,2008,136,1390,77,1165,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,24,1390,Stanford,1985,2019
330,2008,136,1401,67,1140,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,5,1401,Texas A&M,1985,2019
331,2008,136,1417,70,1290,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,41,1417,UCLA,1985,2019
332,2008,136,1424,71,1245,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,13,1424,UNLV,1985,2019
333,2008,136,1450,71,1457,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,31,1450,Washington St,1985,2019
334,2008,136,1452,75,1112,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,10,1452,West Virginia,1985,2019
335,2008,136,1458,71,1168,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,15,1458,Wisconsin,1985,2019
336,2008,136,1462,73,1208,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,12,1462,Xavier,1985,2019
337,2008,137,1116,86,1231,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,14,1116,Arkansas,1985,2019
338,2008,137,1139,81,1375,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,20,1139,Butler,1985,2019
339,2008,137,1172,82,1211,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,6,1172,Davidson,1985,2019
340,2008,137,1207,66,1420,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,19,1207,Georgetown,1985,2019
341,2008,137,1257,79,1129,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,18,1257,Louisville,1985,2019
342,2008,137,1272,87,1426,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,1272,Memphis,1985,2019
343,2008,137,1274,78,1388,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,14,1274,Miami FL,1986,2019
344,2008,137,1280,76,1332,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,7,1280,Mississippi St,1985,2019
345,2008,137,1314,113,1291,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,39,1314,North Carolina,1985,2019
346,2008,137,1328,72,1386,64,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18,8,1328,Oklahoma,1985,2019
347,2008,137,1360,70,1163,69,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21,1,1360,San Diego,1985,2019
348,2008,137,1373,83,1435,62,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11,21,1373,Siena,1985,2019
349,2008,137,1397,72,1110,57,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16,15,1397,Tennessee,1985,2019
350,2008,137,1400,74,1122,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,20,1400,Texas,1985,2019
351,2008,137,1437,75,1155,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,6,1437,Villanova,1985,2019
352,2008,137,1443,101,1179,99,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29,2,1443,WKU,1985,2019
353,2008,138,1242,75,1424,56,N,0,29,50,5,13,12,19,7,29,9,10,7,1,26,19,1242,Kansas,1985,2019
354,2008,138,1277,65,1338,54,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17,11,1277,Michigan St,1985,2019
355,2008,138,1390,82,1266,81,N,1,28,60,7,14,19,28,11,27,23,8,4,4,14,1,1390,Stanford,1985,2019
356,2008,138,1417,51,1401,49,N,0,19,44,6,18,7,11,8,21,7,14,7,11,16,2,1417,UCLA,1985,2019
357,2008,138,1450,61,1323,41,N,0,24,54,4,17,9,14,8,29,14,7,8,2,15,20,1450,Washington St,1985,2019
358,2008,138,1452,73,1181,67,N,0,25,62,4,11,19,22,19,28,12,17,1,5,25,6,1452,West Virginia,1985,2019
359,2008,138,1458,72,1243,55,N,0,24,46,9,22,15,24,4,22,10,10,3,0,18,17,1458,Wisconsin,1985,2019
360,2008,138,1462,85,1345,78,N,0,27,50,5,12,26,33,5,29,12,14,5,3,17,7,1462,Xavier,1985,2019
361,2008,139,1172,74,1207,70,N,0,22,57,6,28,24,30,12,16,10,5,6,0,20,4,1172,Davidson,1985,2019
362,2008,139,1257,78,1328,48,N,0,32,54,9,17,5,15,10,23,24,12,7,3,18,30,1257,Louisville,1985,2019
363,2008,139,1272,77,1280,74,N,0,28,63,6,16,15,32,19,26,19,5,3,11,16,3,1272,Memphis,1985,2019
364,2008,139,1314,108,1116,77,N,0,44,65,8,16,12,17,11,21,28,7,3,5,18,31,1314,North Carolina,1985,2019
365,2008,139,1397,76,1139,71,N,1,26,59,5,19,19,29,16,30,12,20,5,3,24,5,1397,Tennessee,1985,2019
366,2008,139,1400,75,1274,72,N,0,25,57,13,26,12,21,16,25,17,13,3,7,19,3,1400,Texas,1985,2019
367,2008,139,1437,84,1373,72,N,0,30,56,6,13,18,24,6,31,15,15,8,2,27,12,1437,Villanova,1985,2019
368,2008,139,1443,72,1360,63,N,0,25,52,6,16,16,21,8,23,11,14,13,6,19,9,1443,WKU,1985,2019
369,2008,143,1257,79,1397,60,N,0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,1257,Louisville,1985,2019
370,2008,143,1314,68,1450,47,N,0,25,58,5,15,13,19,14,32,11,13,5,5,16,21,1314,North Carolina,1985,2019
371,2008,143,1417,88,1443,78,N,0,29,58,4,9,26,35,17,34,17,19,6,8,22,10,1417,UCLA,1985,2019
372,2008,143,1462,79,1452,75,N,1,28,59,11,19,12,21,15,26,16,12,3,5,25,4,1462,Xavier,1985,2019
373,2008,144,1172,73,1458,56,N,0,26,53,12,24,9,12,11,17,18,7,9,0,19,17,1172,Davidson,1985,2019
374,2008,144,1242,72,1437,57,N,0,24,45,8,19,16,20,7,26,16,18,8,5,18,15,1242,Kansas,1985,2019
375,2008,144,1272,92,1277,74,N,0,31,59,4,13,26,35,17,22,13,9,9,7,16,18,1272,Memphis,1985,2019
376,2008,144,1400,82,1390,62,N,0,32,65,7,22,11,18,14,28,16,6,7,5,14,20,1400,Texas,1985,2019
377,2008,145,1314,83,1257,73,N,0,31,58,3,11,18,21,15,18,16,14,9,0,17,10,1314,North Carolina,1985,2019
378,2008,145,1417,76,1462,57,N,0,28,52,7,15,13,18,13,24,17,14,6,6,19,19,1417,UCLA,1985,2019
379,2008,146,1242,59,1172,57,N,0,23,52,5,14,8,14,10,28,12,14,5,5,16,2,1242,Kansas,1985,2019
380,2008,146,1272,85,1400,67,N,0,26,52,3,11,30,36,7,32,18,7,4,5,13,18,1272,Memphis,1985,2019
381,2008,152,1242,84,1314,66,N,0,34,64,5,15,11,14,11,31,17,19,10,9,21,18,1242,Kansas,1985,2019
382,2008,152,1272,78,1417,63,N,0,27,64,4,12,20,23,15,28,10,9,7,6,14,15,1272,Memphis,1985,2019
383,2008,154,1242,75,1272,68,N,1,29,55,3,12,14,15,9,30,14,17,11,1,18,7,1242,Kansas,1985,2019
384,2009,134,1287,58,1106,43,N,0,18,50,4,15,18,24,16,34,13,21,6,2,14,15,1287,Morehead St,1985,2019
385,2009,136,1163,103,1151,47,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11,56,1163,Connecticut,1985,2019
386,2009,136,1181,86,1127,62,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14,24,1181,Duke,1985,2019
387,2009,136,1211,77,1103,64,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18,13,1211,Gonzaga,1985,2019
388,2009,136,1261,75,1139,71,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20,4,1261,LSU,1985,2019
389,2009,136,1268,84,1143,71,N,0,31,63,6,16,16,24,16,20,18,9,5,1,17,13,1268,Maryland,1985,2019
390,2009,136,1272,81,1169,70,N,0,29,59,11,28,12,21,12,23,19,14,14,3,16,11,1272,Memphis,1985,2019
391,2009,136,1276,62,1155,59,N,0,20,51,10,26,12,15,9,24,16,14,5,3,11,3,1276,Michigan,1985,2019
392,2009,136,1314,101,1347,58,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13,43,1314,North Carolina,1985,2019
393,2009,136,1328,82,1288,54,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11,28,1328,Oklahoma,1985,2019
394,2009,136,1345,61,1320,56,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13,5,1345,Purdue,1985,2019
395,2009,136,1400,76,1278,62,N,0,27,57,11,20,11,19,14,27,12,14,6,1,18,14,1400,Texas,1985,2019
396,2009,136,1401,79,1140,66,N,0,30,52,6,17,13,19,7,28,20,14,2,6,15,13,1401,Texas A&M,1985,2019
397,2009,136,1417,65,1433,64,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20,1,1417,UCLA,1985,2019
398,2009,136,1437,80,1110,67,N,0,24,50,6,18,26,29,10,28,15,16,8,8,12,13,1437,Villanova,1985,2019
399,2009,136,1443,76,1228,72,N,0,27,56,9,19,13,22,9,28,13,15,8,4,12,4,1443,WKU,1985,2019
400,2009,136,1449,71,1280,58,N,0,27,62,2,9,15,21,17,28,13,15,5,0,21,13,1449,Washington,1985,2019
401,2009,137,1112,84,1428,71,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15,13,1112,Arizona,1985,2019
402,2009,137,1113,66,1396,57,N,0,20,39,8,14,18,24,3,24,12,11,4,1,14,9,1113,Arizona St,1985,2019
403,2009,137,1156,84,1448,69,N,0,31,65,6,15,16,22,14,18,15,6,9,1,17,15,1156,Cleveland St,1985,2019
404,2009,137,1173,68,1452,60,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22,8,1173,Dayton,1985,2019
405,2009,137,1242,84,1295,74,N,0,32,64,4,12,16,20,10,29,17,5,5,2,17,10,1242,Kansas,1985,2019
406,2009,137,1257,74,1287,54,N,0,29,50,10,24,6,11,8,21,19,19,9,4,16,20,1257,Louisville,1985,2019
407,2009,137,1266,58,1429,57,N,0,17,47,5,19,19,23,10,22,7,9,4,2,14,1,1266,Marquette,1985,2019
408,2009,137,1277,77,1352,62,N,0,28,61,4,13,17,23,17,32,15,10,6,4,15,15,1277,Michigan St,1985,2019
409,2009,137,1281,78,1165,59,N,0,28,59,5,20,17,19,9,28,19,4,4,1,11,19,1281,Missouri,1985,2019
410,2009,137,1329,77,1397,75,N,0,30,53,7,21,10,13,8,23,13,12,5,0,19,2,1329,Oklahoma St,1985,2019
411,2009,137,1338,72,1190,62,N,0,24,55,7,19,17,23,9,38,16,18,5,3,16,10,1338,Pittsburgh,1985,2019
412,2009,137,1373,74,1326,72,N,2,24,72,6,24,20,28,23,30,13,22,9,3,18,2,1373,Siena,1985,2019
413,2009,137,1393,59,1372,44,N,0,25,55,2,16,7,10,12,43,14,21,3,11,12,15,1393,Syracuse,1985,2019
414,2009,137,1425,72,1130,55,N,0,27,51,4,9,14,19,11,24,19,13,7,6,18,17,1425,USC,1985,2019
415,2009,137,1458,61,1199,59,N,1,22,54,9,27,8,12,5,21,10,9,4,2,16,2,1458,Wisconsin,1985,2019
416,2009,137,1462,77,1340,59,N,0,29,54,8,19,11,18,10,24,12,7,5,2,17,18,1462,Xavier,1985,2019
417,2009,138,1163,92,1401,66,N,0,33,57,5,10,21,27,12,27,20,9,3,5,16,26,1163,Connecticut,1985,2019
418,2009,138,1181,74,1400,69,N,0,23,53,7,14,21,27,12,19,9,9,8,2,20,5,1181,Duke,1985,2019
419,2009,138,1211,83,1443,81,N,0,30,60,9,21,14,19,9,22,18,11,4,4,12,2,1211,Gonzaga,1985,2019
420,2009,138,1272,89,1268,70,N,0,31,53,10,19,17,22,8,27,21,13,6,3,17,19,1272,Memphis,1985,2019
421,2009,138,1314,84,1261,70,N,0,32,59,6,13,14,18,11,21,13,10,11,5,9,14,1314,North Carolina,1985,2019
422,2009,138,1328,73,1276,63,N,0,25,51,6,19,17,27,13,22,18,11,5,4,13,10,1328,Oklahoma,1985,2019
423,2009,138,1345,76,1449,74,N,0,25,64,7,16,19,23,15,25,15,11,5,7,21,2,1345,Purdue,1985,2019
424,2009,138,1437,89,1417,69,N,0,31,67,8,25,19,27,16,25,20,11,11,1,22,20,1437,Villanova,1985,2019
425,2009,139,1112,71,1156,57,N,0,22,44,3,11,24,28,6,27,12,11,8,3,19,14,1112,Arizona,1985,2019
426,2009,139,1242,60,1173,43,N,0,23,53,3,16,11,22,11,39,9,17,5,12,11,17,1242,Kansas,1985,2019
427,2009,139,1257,79,1373,72,N,0,32,65,9,20,6,13,19,28,18,17,3,7,13,7,1257,Louisville,1985,2019
428,2009,139,1277,74,1425,69,N,0,22,51,6,13,24,31,12,24,20,16,5,1,18,5,1277,Michigan St,1985,2019
429,2009,139,1281,83,1266,79,N,0,31,64,7,22,14,20,10,20,14,7,6,4,23,4,1281,Missouri,1985,2019
430,2009,139,1338,84,1329,76,N,0,28,57,11,28,17,26,19,22,18,14,2,5,12,8,1338,Pittsburgh,1985,2019
431,2009,139,1393,78,1113,67,N,0,26,47,9,20,17,21,4,29,18,10,4,0,15,11,1393,Syracuse,1985,2019
432,2009,139,1462,60,1458,49,N,0,18,46,6,14,18,26,7,30,12,14,4,5,20,11,1462,Xavier,1985,2019
